0.062573, 0.046832, 0.030478, 0.062651, 0.031543, 0.029304, 0.030064, 0.016048, 0.015633, 0.045974, 0.063228, 0.030784, 0.030784, 0.063915, 0.031543, 0.046388, 0.062814, 0.030922, 0.029304, 0.045352, 0.015910, 0.030922, 0.030478, 0.030340, 0.031285
0.061001, 0.044508, 0.031607, 0.030416, 0.030406, 0.045098, 0.061801, 0.014608, 0.062611, 0.031091, 0.015808, 0.046909, 0.105595, 0.047902, 0.015808, 0.015293, 0.093113, 0.015502, 0.061895, 0.030015, 0.015808, 0.030795, 0.060307, 0.000000, 0.015293
0.026784, 0.064359, 0.053994, 0.026422, 0.013482, 0.026709, 0.040011, 0.025575, 0.066407, 0.037954, 0.026784, 0.026390, 0.027946, 0.041066, 0.052753, 0.080087, 0.013482, 0.040604, 0.013482, 0.064770, 0.053527, 0.025969, 0.065841, 0.052733, 0.000000
0.010007, 0.019079, 0.006497, 0.005181, 0.008600, 0.012506, 0.014913, 0.011921, 0.004694, 0.016687, 0.002591, 0.004510, 0.011191, 0.010913, 0.009087, 0.004510, 0.009021, 0.000000, 0.012323, 0.008322, 0.009204, 0.008417, 0.007284, 0.000000, 0.003906
0.048475, 0.031264, 0.010599, 0.030457, 0.000000, 0.025990, 0.000000, 0.010873, 0.000000, 0.010873, 0.032123, 0.020391, 0.012995, 0.012995, 0.057528, 0.012995, 0.031537, 0.032070, 0.047736, 0.024084, 0.056874, 0.000000, 0.023868, 0.012995, 0.019585
0.032377, 0.058081, 0.058364, 0.028505, 0.044281, 0.088922, 0.014349, 0.073946, 0.043327, 0.043732, 0.013755, 0.057204, 0.029382, 0.058795, 0.043850, 0.059746, 0.044281, 0.074172, 0.029382, 0.030363, 0.029932, 0.014750, 0.028505, 0.000000, 0.000000
0.029517, 0.044733, 0.028086, 0.087250, 0.013719, 0.057186, 0.057713, 0.028559, 0.088919, 0.015278, 0.028736, 0.028086, 0.028586, 0.043236, 0.014759, 0.027437, 0.030037, 0.058623, 0.058643, 0.044276, 0.029646, 0.027910, 0.027437, 0.030776, 0.028736
0.043790, 0.057304, 0.057579, 0.028826, 0.027962, 0.043790, 0.059237, 0.028274, 0.073063, 0.030631, 0.014137, 0.044617, 0.027962, 0.029428, 0.071916, 0.014137, 0.028274, 0.057028, 0.059513, 0.014137, 0.029653, 0.072068, 0.029101, 0.027919, 0.029653
0.068269, 0.027466, 0.041746, 0.068534, 0.013866, 0.041272, 0.055137, 0.041415, 0.027318, 0.069003, 0.013452, 0.041123, 0.040895, 0.013866, 0.027610, 0.041685, 0.027671, 0.013805, 0.068176, 0.054785, 0.040802, 0.013866, 0.054785, 0.054708, 0.027318
0.014518, 0.029036, 0.057060, 0.044021, 0.028590, 0.058188, 0.014295, 0.058461, 0.029036, 0.043550, 0.029375, 0.057802, 0.029205, 0.014687, 0.029164, 0.043277, 0.057283, 0.043852, 0.087832, 0.014295, 0.042988, 0.014687, 0.028821, 0.042621, 0.014518
0.014244, 0.013556, 0.069675, 0.014244, 0.027607, 0.027715, 0.040724, 0.097623, 0.013556, 0.041765, 0.028670, 0.069394, 0.055570, 0.028294, 0.056202, 0.055515, 0.040779, 0.041765, 0.041905, 0.013556, 0.054802, 0.054280, 0.042099, 0.013556, 0.013611
0.047168, 0.015550, 0.031135, 0.062429, 0.062859, 0.031258, 0.062325, 0.015550, 0.046846, 0.046896, 0.015602, 0.062766, 0.062286, 0.031367, 0.031288, 0.031135, 0.031083, 0.046968, 0.030843, 0.031077, 0.094069, 0.046838, 0.047062, 0.000000, 0.015602
0.030856, 0.032985, 0.049304, 0.048767, 0.015074, 0.032753, 0.049956, 0.066507, 0.032985, 0.016492, 0.033044, 0.050493, 0.083059, 0.033941, 0.016971, 0.031626, 0.016971, 0.016552, 0.081290, 0.031626, 0.064953, 0.015782, 0.050015, 0.049879, 0.048118
0.010417, 0.032817, 0.021241, 0.032205, 0.032326, 0.032420, 0.011002, 0.021883, 0.022003, 0.043177, 0.021268, 0.021909, 0.032364, 0.043812, 0.032205, 0.021241, 0.021362, 0.010360, 0.031193, 0.054273, 0.042686, 0.043328, 0.032270, 0.032036, 0.010881
